intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1773400,0.4584561294659015,0.9101360020528612,0.4584561294659015,0.7685254224278775,237.13347242584865,7.0,12283.567165814602,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9101360020528612,1773400,0,1007700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.9139407039268935,0.981343971274849,0.9476423376008712,0.981343971274849,False
1585200,0.40980300915154333,0.1746235555036769,0.07734863760922393,0.017167768652434055,31.397393048128343,5.0,457.1402308646899,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9251780086377962,299200,1,708500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8936624122000119,0.9845665123693621,0.939114462284687,0.9845665123693621,False
1633500,0.4222894369474174,0.08214689265536723,0.03758854247453596,0.004005526376385706,15.074277854195323,4.0,92.08731121713798,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9228813559322034,145400,2,563100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8990430886134427,0.9840772106451918,0.9415601496293173,0.9840772106451918,False
1503800,0.3887596298019751,0.04958169291338583,0.020836564810506178,0.001434409003022694,9.738213399503723,4.0,35.52316832191236,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9250738188976378,80600,3,482500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8842899618495275,0.984544335804554,0.9344171488270407,0.984544335804554,False
1512000,0.39087947882736157,0.03447009122635156,0.01455457318649501,0.0010502673640427345,10.207815275310836,4.0,28.841475390260698,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9257331782281271,56300,4,426200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8852522458492085,0.9846846453622067,0.9349684456057076,0.9846846453622067,False
1295500,0.3349102941936818,0.031107903284012993,0.011142133291970426,0.0020126317174530423,25.552204176334108,3.0,262.5173094520873,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9350415012630819,43100,5,383100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8583099802701943,0.986656945553563,0.9224834629118787,0.986656945553563,False
1196800,0.30939455043689573,0.02836273214701997,0.009435913344708132,0.14348896369477734,2151.131506849315,3.0,40729.653441132556,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9299867899603699,36500,6,346600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8448137915562169,0.9855878838443173,0.9152008377002672,0.9855878838443173,False
1436500,0.3713613567033762,0.018870322129741407,0.007677989762680316,0.00038341063681253813,7.063973063973064,3.0,15.429189236996832,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9127009339856408,29700,7,316900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8762293680096082,0.9818964706446089,0.9290629193271085,0.9818964706446089,False
973000,0.25153818313427434,0.023105805333590065,0.006204436171862882,0.0005762124584699394,13.1375,4.0,78.92450143702736,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9367478578992972,24000,8,292900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8105489490874143,0.9870167929007513,0.8987828709940828,0.9870167929007513,False
1278600,0.33054133705599503,0.015360434378795456,0.0055581407372938315,0.0002841770925850795,7.232558139534884,2.0,20.44395311668752,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9134814603129242,21500,9,271400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727139.fastq,,c8edcae1,3868200,5,protein,100,38682,True,0.8560588452873275,0.982064353461064,0.9190615993741957,0.982064353461064,False
