intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1896800,0.44807710479070206,0.9734667693097254,0.44807710479070206,0.6801768071011811,206.49024673133698,15.0,12882.527651260081,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9734667693097254,1896800,0,1165300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.9086579576186288,0.9946361192524528,0.9516470384355408,0.9946361192524528,False
1682200,0.397382594727393,0.19458386833197153,0.0787583860909005,0.03135420707888314,54.15386922615477,10.0,743.0549289884478,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9817905918057663,333400,1,831900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8870981056405581,0.9963312981910575,0.9417147019158079,0.9963312981910575,False
1730200,0.4087215345365208,0.0919774011299435,0.03845790418595861,0.007375703454764772,26.088452088452087,7.0,130.36231702286352,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9775141242937853,162800,2,669100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8921037966038167,0.9954618212300772,0.9437828089169469,0.9954618212300772,False
1592200,0.3761220825852783,0.05579478346456693,0.021425871680997827,0.003051733773087713,19.374862183020948,7.0,90.13190472922905,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9794537401574803,90700,3,578400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8773959997366868,0.9958565537133248,0.9366262767250058,0.9958565537133248,False
1532800,0.3620901445714826,0.0425694135586759,0.015827270150240953,0.001689715450528848,14.522388059701493,5.0,36.08247526380144,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.973886523921469,67000,4,511400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8707494813499622,0.9947218810102537,0.932735681180108,0.9947218810102537,False
1363000,0.3219786449966928,0.03643637922411946,0.012047623547198337,0.0012927278328609191,14.596078431372549,5.0,47.369361988626515,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9737800957348003,51000,5,460400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8505410858151989,0.9947001390369429,0.922620612426071,0.9947001390369429,False
1264500,0.2987101955967117,0.03325821742171109,0.010110554663138996,0.21672154913390362,2915.799065420561,7.0,59443.37244682663,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9825938301344316,42800,6,417600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8378762741662846,0.9964942717870519,0.9171852729766683,0.9964942717870519,False
1361400,0.32160068033638856,0.024612053410321185,0.008055371822734574,0.0025555860811903933,43.15542521994135,6.0,385.62946509233427,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9826055575604475,34100,7,383500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8503413051570051,0.9964966504417306,0.9234189777993679,0.9964966504417306,False
1599400,0.3778229235566474,0.018000367354435803,0.006945100633090806,0.0009808337990325727,19.210884353741495,6.0,79.34307074173599,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9792444743770281,29400,8,354100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8781880931101433,0.9958139960093947,0.937001044559769,0.9958139960093947,False
1020100,0.24097609373523576,0.023587176278039856,0.005787583860909005,0.00120659228677024,28.35918367346939,7.0,232.3316980652107,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9820930008664677,24500,9,329600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727170.fastq,,69a63ec3,4233200,5,protein,100,42332,True,0.8026471641453555,0.9963926682019618,0.8995199161736587,0.9963926682019618,False
