intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1905500,0.442995303854559,0.9779317423659225,0.442995303854559,0.5730460823205444,515.9817895565468,19.0,31558.255203707293,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9779317423659225,1905500,0,1197300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.9070913678059586,0.9955468638523237,0.9513191158291412,0.9955468638523237,False
1689100,0.39268610219928396,0.19744367923427103,0.07864881201469288,0.019368099916240666,98.22879101389299,13.0,1175.2344438051193,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9858176724641065,338300,1,859000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8854831795321961,0.9971473051201888,0.9413152423261925,0.9971473051201888,False
1738500,0.40417073510949925,0.0935593220338983,0.038499093318454455,0.004810726696578189,49.84299516908212,8.0,340.5667743115026,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9822033898305085,165600,2,693400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8906030589141394,0.9964150664492554,0.9435090626816973,0.9964150664492554,False
1601000,0.3722043985679081,0.05733267716535433,0.021667364114009394,0.0015725492730842756,28.949570815450645,8.0,122.63907157793638,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.984867125984252,93200,3,600200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8760472079674306,0.9969549367608144,0.9365010723641225,0.9969549367608144,False
1541500,0.35837169293718324,0.04345892369273779,0.01590179941414423,0.0009633110109164562,24.16374269005848,6.0,83.88959659219746,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9794141940402821,68400,4,531800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8694366617794015,0.9958485119050351,0.9326425868422183,0.9958485119050351,False
1368800,0.3182219742409448,0.03757948131742516,0.012228576742455945,0.0008625969846057329,28.136882129277566,6.0,165.35410869791738,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9779238408230335,52600,5,479200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8490186743534984,0.9955452550730346,0.9222819647132665,0.9955452550730346,False
1271100,0.29550843911284697,0.034734633615665554,0.010391965406611801,0.17467396602451954,6704.624161073825,8.0,140388.27531382488,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9877224337555366,44700,6,434500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8365370628670405,0.9975323380560476,0.917034700461544,0.9975323380560476,False
1608200,0.3738782721904496,0.02204126614828874,0.008369368112707491,0.000615066620171912,29.31388888888889,8.0,122.30793935522334,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9846323394354987,36000,7,398500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8768337443743525,0.9969073985850744,0.9368705714797134,0.9969073985850744,False
1364900,0.3173152926954015,0.02158065680259834,0.006951225182498721,0.0014295796512438794,82.03344481605352,7.0,667.8040729270068,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9851317214002165,29900,8,368600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8485343153549444,0.9970084995929557,0.92277140747395,0.9970084995929557,False
1025800,0.23848049472264843,0.02474246654471936,0.005974798902682848,0.0004734375206724573,31.607003891050585,9.0,177.2924698714655,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9875806296331954,25700,9,342900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727175.fastq,,21393f62,4301400,5,protein,100,43014,True,0.8014229636828931,0.9975036939113325,0.8994633287971128,0.9975036939113325,False
