intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1587500,0.47578373194269613,0.8147292789325122,0.47578373194269613,0.7376632500526474,107.67811023622048,5.0,5650.217907331007,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.8147292789325122,1587500,0,829300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.9193790523981646,0.9598484430537015,0.9396137477259331,0.9598484430537015,False
1430400,0.4286998741233591,0.148535076456169,0.07627525025475035,0.025040305458412015,22.8,4.0,255.65150733441325,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.8348313295202522,254500,1,574800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.9004163197348488,0.9645389006263672,0.932477610180608,0.9645389006263672,False
1465100,0.4390996823113349,0.06717514124293786,0.03563507762392855,0.005841702253998612,11.385197645079899,3.0,54.26575092725956,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.8277401129943502,118900,2,455900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.9047431657481038,0.9628947091908008,0.9338189374694523,0.9628947091908008,False
1358500,0.40715099202781274,0.0405388779527559,0.019750644368518852,0.0026625768565539955,9.36267071320182,3.0,47.330919768795525,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.835691437007874,65900,3,390000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8911766237455033,0.9647375672126234,0.9279570954790634,0.9647375672126234,False
1366300,0.4094887010729485,0.02853119451417376,0.013966313013247017,0.0014918198043933812,7.418454935622318,3.0,17.999010540732346,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.8365272760668585,46600,4,343400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8921976422239767,0.9649304716495959,0.9285640569367863,0.9649304716495959,False
1293500,0.387670083318348,0.022618971980430776,0.01066954384702991,0.0010486323762441182,6.825842696629214,2.0,19.24466964338751,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.821843827435034,35600,5,307800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8824805538726274,0.9615189757426246,0.9219997648076259,0.9615189757426246,False
1088300,0.3261703530540071,0.023311834641386277,0.008991188635137565,0.1753826860869355,1354.7166666666667,3.0,23096.603765988097,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.8456756546740228,30000,6,277800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8525141249767118,0.9670318221431262,0.9097729735599189,0.9670318221431262,False
1178500,0.35320386021698735,0.01818837964633706,0.007552598453515555,0.002200833382240742,20.238095238095237,3.0,165.21428742991645,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.8505954529050884,25200,7,252600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8661991932757079,0.9681543728020171,0.9171767830388625,0.9681543728020171,False
893200,0.2676976562968291,0.019543660344661595,0.0060840376431097526,0.001303670127009663,14.881773399014778,3.0,106.36351745373466,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.8599210551651102,20300,8,232300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.819486116785319,0.9702680183691578,0.8948770675772384,0.9702680183691578,False
1146400,0.34358328837739016,0.011073801528899049,0.004645447461487742,0.0004078014796504904,6.096774193548387,2.0,14.210752037282914,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.8190326498535401,15500,9,216800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727198.fastq,,3bca2a52,3336600,5,protein,100,33366,True,0.8614282161793948,0.9608602845333597,0.9111442503563772,0.9608602845333597,False
