intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1883000,0.4478854478854479,0.9663843982550681,0.4478854478854479,0.7690666327354713,388.39049389272435,11.0,20749.692300810544,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9663843982550681,1883000,0,1147600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.9092102858330239,0.9931846116013746,0.9511974487171992,0.9931846116013746,False
1668500,0.39686503972218257,0.19149060347846386,0.07804100661243518,0.01946676144967527,56.421213044803416,7.0,1061.5311366723217,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9737947939768881,328100,1,819500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.887481928492256,0.9947031418206804,0.9410925351564683,0.9947031418206804,False
1717100,0.4084249084249084,0.09073446327683615,0.038199895342752484,0.003757529360298819,22.24906600249066,5.0,155.57918217510928,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9701129943502825,160600,2,658900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8925928298716366,0.993949831378368,0.9432713306250022,0.993949831378368,False
1584400,0.37686123400409116,0.055364173228346455,0.02140716426430712,0.0013242630480869537,13.992222222222223,5.0,44.61154491279329,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9746555118110236,90000,3,568900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8783492665182274,0.9948789193464782,0.9366140929323528,0.9948789193464782,False
1523300,0.36232814804243374,0.041235148357583074,0.01543694400837258,0.0009064676784332201,13.281972265023112,5.0,39.51386796160769,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9678505622974776,64900,4,504000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8714678395506356,0.993485793754258,0.9324768166524469,0.993485793754258,False
1589400,0.3780505209076638,0.030796546868303434,0.011964226249940535,0.0006978328902648316,13.192842942345925,5.0,37.388995261562854,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9731219004469479,50300,5,453700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8789029414831327,0.9945656355632618,0.9367342885231973,0.9945656355632618,False
1258600,0.2993672993672994,0.03271427461341207,0.010013795728081443,0.14325712134468485,3235.855106888361,6.0,65902.06916543227,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9780091693216256,42100,6,411600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8388258810972744,0.9955626276768398,0.917194254387057,0.9955626276768398,False
1350500,0.3212263926549641,0.025550342836521113,0.008420151277294135,0.0017427945283844265,46.81638418079096,4.0,522.6807504109967,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9747383616023096,35400,7,376200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8507328324697541,0.9948958325444978,0.9228143325071259,0.9948958325444978,False
1349800,0.3210598924884639,0.020432949917839536,0.006802721088435374,0.00035817040751085237,11.909090909090908,4.0,43.72009013018769,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9643495034650282,28600,8,347600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.8506446226971934,0.9927659933783011,0.9217053080377473,0.9927659933783011,False
1016300,0.2417344560201703,0.024357369789159526,0.006017791732077446,0.0003795176161792913,14.264822134387352,5.0,75.0048024000539,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9784345816886493,25300,9,322300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727177.fastq,,4a1c91a3,4204200,5,protein,100,42042,True,0.803708684870753,0.9956492221581442,0.8996789535144486,0.9956492221581442,False
