intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1707300,0.4695157165250392,0.8762124711316397,0.4695157165250392,0.6957253807162318,122.50981081239384,6.0,6866.821119768895,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.8762124711316397,1707300,0,935900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.9162963633967618,0.9739168641153038,0.9451066137560328,0.9739168641153038,False
1537700,0.4228749003107554,0.1678533909186413,0.07909138409922174,0.02428940121535152,25.390472878998608,4.0,325.2751389652221,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.8974553519318315,287600,1,648300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8973220043244138,0.9785940488828251,0.9379580266036194,0.9785940488828251,False
1569800,0.4317025547947089,0.07480225988700565,0.03641063718615076,0.004994390250311588,11.340634441087614,3.0,58.21790360794375,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.8868926553672316,132400,2,515900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.9010374869271733,0.9762795935667288,0.9386585402469511,0.9762795935667288,False
1453500,0.3997194950911641,0.04546013779527559,0.020322855649973874,0.002143113978205632,8.71853856562923,3.0,35.251223954444505,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.8941313976377953,73900,3,442000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8872724608317091,0.9778680781361601,0.9325702694839346,0.9778680781361601,False
1459700,0.4014245249291863,0.03202106165431948,0.014382751698154717,0.016027618662088836,92.131931166348,3.0,1918.1929932275345,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.8937121165738077,52300,4,389700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8880281164360353,0.9777763514626412,0.9329022339493382,0.9777763514626412,False
1160400,0.31911558452272915,0.031004740073043748,0.010972692022110387,0.1707156763315796,1286.3032581453633,3.0,25381.79992315581,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9017017639288212,39900,5,349800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8481946696953422,0.9795183669207526,0.9138565183080474,0.9795183669207526,False
1250400,0.34386601765530894,0.023529411764705882,0.008965156890245579,0.0021421160980357396,19.754601226993866,3.0,164.55659298484406,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9024900757849152,32600,6,317200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8609616120605588,0.9796895756481215,0.9203255938543402,0.9796895756481215,False
1385800,0.3811016692792124,0.01728191117605947,0.0074801309022907905,0.0005667959364988975,6.264705882352941,2.0,14.657729989425599,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.8804879598449711,27200,7,290000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8788486830412333,0.9748654621217804,0.9268570725815068,0.9748654621217804,False
946000,0.26015455270467236,0.021757966689130645,0.006215108764403377,0.0008322320616902826,11.070796460176991,3.0,57.21442617978848,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9107538268990084,22600,8,267400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.8142396036986251,0.9814771676597779,0.8978583856792015,0.9814771676597779,False
1227100,0.33745840552209666,0.013074230192184039,0.0050325880702912305,0.0003944952938308054,6.48087431693989,2.0,17.211903851934785,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.8766878616846467,18300,9,249100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727133.fastq,,168a1e05,3636300,5,protein,100,36363,True,0.857728787053851,0.9740225212352307,0.9158756541445409,0.9740225212352307,False
