intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1907300,0.44286808925627513,0.9788555298947909,0.44286808925627513,0.682407492820473,323.0886593614009,15.0,21402.405616685945,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9788555298947909,1907300,0,1186100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.9078133927954277,0.9957348782979543,0.951774135546691,0.9957348782979543,False
1686700,0.39164557549864165,0.1966265904050426,0.07822694870782734,0.035456614372829987,95.03710299792223,10.0,1650.9921999796443,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9844169487568577,336900,1,849200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8857687468921218,0.9968637795927676,0.9413162632424448,0.9968637795927676,False
1731400,0.40202475213040145,0.09225988700564972,0.03791766317598161,0.00690107219216072,38.16166564605022,7.0,332.47039780033754,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9781920903954803,163300,2,685900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8904145875928495,0.9955998657248905,0.94300722665887,0.9955998657248905,False
1599500,0.37139805419462696,0.05720964566929134,0.021594260106345926,0.0018183447061086526,17.655913978494624,7.0,47.02120194940569,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9839443897637795,93000,3,592900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8764146582788583,0.9967680544176194,0.9365913563482389,0.9967680544176194,False
1539400,0.35744305384633246,0.04307770506385412,0.01574291220656187,0.0013830272250055398,18.420353982300885,5.0,61.19441911521138,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9780799288391893,67800,4,525100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8697272555080434,0.995577033163992,0.9326521443360177,0.995577033163992,False
1367700,0.3175749413704228,0.037293705794098735,0.012120649220981262,0.0009277766107051334,16.049808429118773,5.0,55.70758192446829,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9771379581338858,52200,5,472900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8493974505804007,0.9953851948787583,0.9223913227295795,0.9953851948787583,False
1266600,0.29409989086771776,0.034112984691895255,0.010193419555576195,0.22201291201924744,4566.785876993166,6.0,95007.8997423531,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9842256585593286,43900,6,429000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8364513385724288,0.9968250348122926,0.9166381866923607,0.9968250348122926,False
1602800,0.3721643021338844,0.021673911712483927,0.008219750621125224,0.0007619993862809768,19.437853107344633,6.0,76.72198568152598,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9813261495132554,35400,7,393600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8767759942635851,0.9962370161758307,0.9365065052197079,0.9962370161758307,False
1364600,0.3168551327002113,0.02201371346084446,0.007081988529500546,0.002680452716891592,79.36065573770492,6.0,874.8257500086853,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9849151930710934,30500,8,363100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8490120557380778,0.9969646679789177,0.9229883618584978,0.9969646679789177,False
1023300,0.23760652007337404,0.024357369789159526,0.00587456753430701,0.00047983481191040143,17.126482213438734,7.0,66.920044102234,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9851737749109464,25300,9,337800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727157.fastq,,60e730a2,4306700,5,protein,100,43067,True,0.8015181820976843,0.9970170115494414,0.8992675968235628,0.9970170115494414,False
