intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1745100,0.45618758822606786,0.8956120092378753,0.45618758822606786,0.7511828002907885,215.70844077703285,7.0,10949.426382726233,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.8956120092378753,1745100,0,1004100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.913109364278701,0.9781917184354787,0.9456505413570899,0.9781917184354787,False
1568100,0.40991791708056674,0.17415664760126065,0.07800491451874314,0.032720499536937356,54.94939678284182,5.0,710.9677082855713,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9151978522236489,298400,1,705700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8937858686963691,0.9824331276373378,0.9381094981668534,0.9824331276373378,False
1598400,0.41783865739530507,0.07728813559322034,0.035760966173472054,0.005475334156422782,20.05701754385965,4.0,112.65644597259019,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9030508474576271,136800,2,568900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8972135568531454,0.9798112934779235,0.9385124251655345,0.9798112934779235,False
1482000,0.3874104668792806,0.04810531496062992,0.020442306686882416,0.0018193243495920439,11.658567774936062,4.0,40.5927915815544,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9116633858267716,78200,3,490700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8837478569910998,0.981673127290446,0.932710492140773,0.981673127290446,False
1487800,0.38892664819365297,0.03434763974774995,0.014665133057980865,0.0012873161543510228,11.499108734402853,3.0,37.67721642255188,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.910916549317333,56100,4,434600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8844385091185613,0.9815122368345343,0.9329753729765478,0.9815122368345343,False
1186500,0.31016364301772364,0.034423809153780405,0.011580488314947457,0.1488090379930879,1683.3227990970654,3.0,34978.85139642499,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9219830600668273,44300,5,390300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8453027492353073,0.9838855637206573,0.9145941564779823,0.9838855637206573,False
1271400,0.33235740053327756,0.02598339949476723,0.00941078057196633,0.0020019153093240524,27.866666666666667,3.0,232.1660421144985,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9176470588235294,36000,6,354300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8570677908971523,0.9829583933165054,0.9200130921068288,0.9829583933165054,False
1416900,0.37039263867830813,0.018933858567888685,0.007790035029016574,0.00048092263710834986,8.087248322147651,3.0,22.113627516951407,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9002477921087744,29800,7,324500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8758436245788241,0.9792022731435658,0.9275229488611949,0.9792022731435658,False
962500,0.2516076750143776,0.02406854722248965,0.00653526428608773,0.0005697237049561572,11.42,3.0,49.158637084443264,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9266390680658515,25000,8,299500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8106602542757997,0.9848772855054674,0.8977687698906336,0.9848772855054674,False
1256500,0.3284623830187693,0.014217332285489747,0.005202070371725833,0.0007523146646881655,18.944723618090453,2.0,124.61640422032329,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.8976923626491391,19900,9,279600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727217.fastq,,1d393685,3825400,5,protein,100,38254,True,0.8550494491515841,0.9786457311820628,0.9168475901668234,0.9786457311820628,False
