intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1856500,0.44876598419106095,0.9527841929689504,0.44876598419106095,0.5816557753299586,298.8475626178292,10.0,18380.842635592922,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9527841929689504,1856500,0,1116800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.9101044639659888,0.9903732663148278,0.9502388651404083,0.9903732663148278,False
1648000,0.39836592617660566,0.18746352282012374,0.07764267930092582,0.2186539809118194,649.3225404732254,7.0,28301.85738436057,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9618302789774716,321200,1,795600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8886764987418337,0.9922467588274725,0.9404616287846531,0.9922467588274725,False
1696800,0.4101621987478547,0.08915254237288135,0.0381445043389978,0.004232021326695231,25.581115335868187,5.0,173.7551781235261,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9586440677966102,157800,2,637800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8938782805697443,0.9915884919117967,0.9427333862407705,0.9915884919117967,False
1564000,0.37806086683265244,0.054625984251968504,0.021465348449321957,0.001164757275487007,12.51126126126126,5.0,35.41926944417077,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9621062992125984,88800,3,549000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8794266121373971,0.9923037020858584,0.9358651571116278,0.9923037020858584,False
1571100,0.3797771278010104,0.03918447315251332,0.015470521404916724,0.0010814105577541383,16.1171875,5.0,54.52009679549224,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9619175901549011,64000,4,485000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8802236225785962,0.992264772626612,0.9362441976026041,0.992264772626612,False
1242500,0.30034566946264113,0.038153702696402204,0.01186879064033455,0.16311801853295518,3168.8309572301428,5.0,69680.81719374511,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9654984847307483,49100,5,435900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8398689647805725,0.9930024483747973,0.9164357065776849,0.9930024483747973,False
1336700,0.3231163431555029,0.02922054726012717,0.009886630085329595,0.0005636125214237758,13.144254278728607,3.0,54.27766359447683,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9549903550760878,40900,6,395000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8522343669325426,0.9908314819584965,0.9215329244455195,0.9908314819584965,False
1501000,0.36283207232468756,0.020839951712307007,0.007928642220019821,0.0003460723462090558,10.064024390243903,3.0,22.81979079871168,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9536819365906347,32800,7,362200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8722247225837678,0.9905598282630581,0.931392275423413,0.9905598282630581,False
1335100,0.32272958012038,0.020137134608444605,0.0067441804249558845,0.0019336438514025523,66.10752688172043,5.0,679.6353565174863,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9636232407073259,27900,8,334300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8520302480840547,0.9926164156030681,0.9223233318435614,0.9926164156030681,False
1005400,0.2430322221953637,0.023779724655819776,0.005970654354710048,0.00034565299165442503,13.348178137651821,5.0,62.25375967639873,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9679406950996438,24700,9,309600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8050447645568778,0.9935042970907314,0.8992745308238046,0.9935042970907314,False
1258300,0.30416495443447994,0.014369140925157523,0.004520292972999105,0.00029218528593899984,14.903743315508022,4.0,36.089777196224844,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03657,95be6c33f8b67202bed209eab2cffe00,0.9668818195789151,18700,10,290900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.841994186888475,0.9932868337648776,0.9176405103266763,0.9932868337648776,False
614700,0.1485895235562861,0.025559612636926497,0.003891803040924364,0.0002065321181556619,12.236024844720497,5.0,41.39485903327219,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07496,d40e5d79876e75fa8ca5c090c36b9aab,0.9758691855850135,16100,11,274800,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7296001195000655,0.9951265673533719,0.8623633434267187,0.9951265673533719,False
1019800,0.24651308951146994,0.013150371640937679,0.003335831177935169,0.00024574176901364037,16.985507246376812,5.0,46.29583283391908,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02238,6b2cbcb39051894b2b70ad54f282ce16,0.9717934057556699,13800,12,261000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8073377414219121,0.9942939332670283,0.9008158373444701,0.9942939332670283,False
1060400,0.256327201527714,0.011729130394941813,0.003094104280983345,0.00017109665828936053,12.75,5.0,33.71108868013609,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02529,911bf727ac373cb67911ac6ea3623865,0.9716851461559608,12800,13,248200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8136660539141451,0.9942717790397011,0.9039689164769231,0.9942717790397011,False
956800,0.23128429500350503,0.010811356976861676,0.002586477797384515,0.0001303144278515166,11.616822429906541,4.0,32.1723294529074,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01953,77afce1d038e58c1744a1cdf3ffd4626,0.9667576033141356,10700,14,237500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7971067506456713,0.9932613107446371,0.8951840306951542,0.9932613107446371,False
1033800,0.24989726606879548,0.00912816691505216,0.0023689235901278734,0.00010641121823756183,10.357142857142858,4.0,34.14442614446308,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01190,041027d2ba30cfb97b6fd99630bc6603,0.9629284649776453,9800,15,227700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8095423243573677,0.9924732383225293,0.9010077813399485,0.9924732383225293,False
737000,0.17815272305349417,0.01192684866154254,0.0021755420725664146,0.0001688950468775489,17.9,4.0,93.43173978900319,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K04066,db2104c92bce85d091b4fb9da7ef4812,0.9766763848396501,9000,16,218700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.756564138013659,0.9952911385470816,0.8759276382803702,0.9952911385470816,False
1220100,0.29493098697092024,0.006200317965023848,0.001885469796224226,0.0001219273367589009,14.91025641025641,4.0,56.13723703555008,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01990,731617d1d327d0bfb2eab36fcf55ae4c,0.9698728139904611,7800,17,210900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8368186280209959,0.9939006101279236,0.9153596190744597,0.9939006101279236,False
858000,0.20740167758466485,0.008124576844955992,0.0017404336580531315,0.00017717729933150692,23.47222222222222,3.0,111.30151394375928,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01652,1aacbb716cff956aff0ec340054dabbd,0.9681787406905891,7200,18,203700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.779919378671176,0.9935531587735251,0.8867362687223506,0.9935531587735251,False
1293400,0.31264956851748893,0.005094396164219359,0.001643742899272402,6.793543785018727e-05,9.529411764705882,3.0,29.87546238295159,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21449,a80968007d7597801be00da03b6ade53,0.9689841174707822,6800,19,196900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8466400819403732,0.993718400684055,0.9201792413122141,0.993718400684055,False
1057400,0.2556020208368585,0.005860269206116656,0.0015470521404916725,4.9378998807775e-05,7.359375,4.5,9.480847779042495,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01768,3a9a6fa7f643fd8e25fe2a1e2974c178,0.9682263528980862,6400,20,190500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8132051400680845,0.9935629305907857,0.9033840353294351,0.9935629305907857,False
795300,0.1922454011457855,0.007481908499938673,0.0014745340714061254,7.642736758146068e-05,11.950819672131148,4.0,28.129341911557717,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K04763,9a3ec8cfdb951ef39e3a6a56c786baa5,0.9754691524592175,6100,21,184400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7681719598649489,0.9950449685311118,0.8816084641980304,0.9950449685311118,False
712400,0.1722062413884793,0.007929997265518185,0.0014020160023205783,3.837094174871688e-05,6.310344827586207,3.0,9.640444432006813,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K06400,753ef4e96edc1081e4b67c287c79db7b,0.9740224227508887,5800,22,178600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7514447178277704,0.9947496407114296,0.8730971792696001,0.9947496407114296,False
676900,0.16362493654668955,0.007566024268379728,0.0012811525538446663,4.3403196404286305e-05,7.811320754716981,2.0,22.998815887298875,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01915,099f63757c2bcfcf2cd07c164b18828a,0.966309778729479,5300,23,173300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7438016829073647,0.9931692733459607,0.8684854781266627,0.9931692733459607,False
841400,0.20338901109526458,0.005883710198431011,0.0012328071744543015,6.562898779971795e-05,12.27450980392157,3.0,32.6310801149087,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07052,2e9f1c66e45833056d90e0b2cfebf19b,0.9706968158744809,5100,24,168200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7768778788961078,0.9940694359337727,0.8854736574149402,0.9940694359337727,False
805800,0.19478353356377964,0.005516910530103142,0.0011119437259783896,4.738706467327877e-05,9.826086956521738,2.0,17.544111297236743,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K00666,a05b18231238bafa9921b047a4532bd8,0.9664188054689374,4600,25,163600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7701897001354578,0.9931916837827427,0.8816906919591003,0.9931916837827427,False
1027600,0.24839855930769417,0.004152902312411515,0.0010635983465880248,5.4725769379317514e-05,11.863636363636363,2.0,36.89764152914415,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01153,3da0f194cc16fb32c17fa69edb2457a9,0.9698914582350165,4400,26,159200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.8085689742950198,0.9939044313265974,0.9012367028108086,0.9939044313265974,False
842800,0.2037274287509971,0.004745919666628082,0.0009910802775024777,2.7572561966974152e-05,6.414634146341464,3.0,11.780462556151297,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02031,837792c29ba1bb3836c09f1ac0b19e0b,0.975575876837597,4100,27,155100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727158.fastq,,4d91326c,4136900,5,protein,100,41369,True,0.7771362354144664,0.9950667408051597,0.886101488109813,0.9950667408051597,False
