intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1917900,0.44610625232601414,0.9842956120092379,0.44610625232601414,0.7429331510609081,220.45560248188121,17.0,11788.63775668093,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.9842956120092379,1917900,0,1207700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.9069399072609288,0.9968392041985848,0.9518895557297569,0.9968392041985848,False
1695800,0.3944454782285076,0.1984942220147076,0.07910774097506512,0.026322082755312448,44.04645692443399,11.0,488.7092735869829,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.9897280261468425,340100,1,867600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8848878795498712,0.9979371117526995,0.9414124956512854,0.9979371117526995,False
1743400,0.4055173055452177,0.0940677966101695,0.03872813546706364,0.006522271997666538,22.293693693693694,8.0,96.86019578649461,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.9849717514124294,166500,2,701100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8898006705335287,0.9969761177713954,0.9433883941524621,0.9969761177713954,False
1605400,0.3734183103833271,0.05757874015748032,0.021771492370673613,0.003023133428159508,18.381410256410255,8.0,70.57887050749495,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.9875738188976378,93600,3,607500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8752456723709331,0.9975023180737728,0.9363739952223529,0.9975023180737728,False
1549800,0.36048567175288426,0.04384014232162145,0.01604949758094529,0.0017137239363463927,14.134782608695652,6.0,31.31185970660437,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.9846877184065062,69000,4,538500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8690974019654651,0.9969186122049666,0.9330080070852158,0.9969186122049666,False
1615100,0.37567454410122814,0.0326333190473275,0.012397655377744697,0.001395508612987086,14.900562851782365,7.0,37.14228333975582,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.9888569154472541,53300,5,485200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8763007911424462,0.9977613826866436,0.9370310869145448,0.9977613826866436,False
1370400,0.3187569780424265,0.032118368819920605,0.01035076293263863,0.002357885932721444,30.15505617977528,5.0,241.7837008155286,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.9891014074341393,44500,6,440700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8479744958032852,0.9978107165259111,0.9228926061645981,0.9978107165259111,False
1275100,0.2965900632675847,0.029839148340974436,0.00893189430591738,0.16534932082728956,2450.578125,7.0,47335.85001337451,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.9908306783743881,38400,7,402300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8358381111741681,0.9981593723146144,0.9169987417443912,0.9981593723146144,False
1375900,0.32003628582061777,0.021290276487818817,0.006931522143654633,0.0007393981671429939,14.120805369127517,5.0,54.4064263811376,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.9829963563620776,29800,8,372500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8486540624235923,0.9965759025394827,0.9226149824815375,0.9965759025394827,False
1029700,0.2395096762188314,0.02541638586694907,0.006140677335318198,0.0010864303392217518,23.420454545454547,7.5,159.29401929015276,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.9913353229999037,26400,9,346100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727176.fastq,,c15aa70d,4299200,5,protein,100,42992,True,0.8008578979833648,0.9982610270544303,0.8995594625188976,0.9982610270544303,False
