intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1627300,0.47901212763452256,0.8351552476263793,0.47901212763452256,0.7395438320797019,93.87334849136607,5.0,4974.874134546465,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.8351552476263793,1627300,0,837300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.920331392492824,0.9646137380514369,0.9424725652721304,0.9646137380514369,False
1465800,0.4314729777463794,0.15390451733395588,0.07762274814553162,0.025141375455739474,19.693591202123624,3.0,249.34091994268707,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.8554920042021711,263700,1,573600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.9012922872639895,0.9692664735357303,0.9352793803998598,0.9692664735357303,False
1495400,0.4401860355586954,0.06689265536723164,0.0348522312492641,0.005683581372764026,9.91554054054054,3.0,48.8575870520194,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.8448587570621469,118400,2,455200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.9049033300719779,0.9668449250999712,0.9358741275859745,0.9668449250999712,False
1385300,0.4077769928176145,0.03992372047244094,0.01910396797362534,0.0023068369030000498,7.342064714946071,3.0,26.38572656686079,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.8521776574803149,64900,3,390300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8911677835606884,0.9685142806290871,0.9298410320948878,0.9685142806290871,False
1397600,0.4113976215707053,0.029939386518092206,0.014394206993995054,0.0014678550870715953,6.2004089979550105,3.0,14.530439097440171,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.8556909324680095,48900,4,341400,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8927447184805045,0.9693115462111368,0.9310281323458207,0.9693115462111368,False
1113900,0.3278876722006358,0.027896495454192247,0.010567526198045449,0.17710940022724644,1019.0445682451253,3.0,18975.654908364988,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.8655684202346725,35900,5,305500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8531393072635888,0.9715390932032862,0.9123392002334375,0.9715390932032862,False
1196600,0.3522312492640998,0.02064236737639841,0.008418697751089133,0.0022898926655173634,16.53846153846154,3.0,147.0599168709159,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.8636593287621798,28600,6,276900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8654470678604631,0.9711101506820707,0.9182786092712669,0.9711101506820707,False
1321100,0.388879076886848,0.015375818031641146,0.007123513481690804,0.0006826107100168039,5.8264462809917354,2.0,14.141947266732688,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.8393798843636826,24200,7,252700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8827502509214569,0.9655876700080417,0.9241689604647493,0.9655876700080417,False
906600,0.26686683150830093,0.02002503128911139,0.006122689273519369,0.0010510268449975043,10.4375,2.0,64.69823396635634,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.8728217964763647,20800,8,231900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8187170864475255,0.9731619425196206,0.8959395144835731,0.9731619425196206,False
1170600,0.34457788767220066,0.011002357648067443,0.004533144942894148,0.000381003282824982,5.1103896103896105,2.0,10.846366132938819,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.8363220690147889,15400,9,216500,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727138.fastq,,c808dad2,3397200,5,protein,100,33972,True,0.8616530212303799,0.9648831259202901,0.913268073575335,0.9648831259202901,False
